Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator
44,0,Travel Rarely,272,HR,1,3,Business,3,Female,39,4,2,Recruiter,2,Married,25000000,6124,2,No,1.22,3,3,1,16,3,1,8.4,2.0,1.3,2.2,0.134,0.214,0.167,0.236
52,0,Travel Rarely,368,HR,1,1,Life Sciences,3,Male,39,2,4,Recruiter,2,Married,20833333,7854,4,No,1.19,4,3,0,0,1,3,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
35,0,Non-Travel,305,R&D,16,4,Technical Degree,4,Male,30,1,4,Software Engineer,2,Divorced,25000000,5961,2,Yes,1.6,3,4,1,25,2,4,19.4,2.1,0.0,0.9,0.0,0.103,0.077,0.044
22,0,Non-Travel,285,Finance,1,2,Business,2,Male,40,4,2,Analyst,2,Divorced,25000000,6002,1,No,1.22,3,2,0,19,2,3,3.2,0.9,0.2,1.4,0.053,0.219,0.097,0.345
34,0,Travel Rarely,343,Sales,1,2,Life Sciences,4,Male,45,3,1,Sales Executive,2,Divorced,17949897,7343,2,Yes,1.76,3,2,1,8,1,3,3.5,1.5,0.0,1.7,0.003,0.338,0.102,0.38
36,0,Travel Rarely,221,R&D,7,5,Other,3,Female,32,2,3,Product Manager,3,Single,25000000,4487,2,No,0.43,3,4,0,21,1,3,7.1,1.0,0.2,7.0,0.028,0.122,0.044,0.861
32,0,Non-Travel,894,HR,4,3,Technical Degree,2,Male,113,4,3,HR Specialist,4,Married,17699726,10000,3,No,3.87,1,4,1,14,3,3,13.3,1.0,0.3,1.7,0.024,0.067,0.19,0.12
37,0,Travel Rarely,593,Operations,1,4,Technical Degree,4,Male,77,3,1,VP Operations,4,Divorced,11552557,10000,2,Yes,2.7,2,3,2,7,3,2,0.5,0.5,0.0,0.5,0.007,0.338,0.358,0.338
40,0,Travel Frequently,347,Operations,10,4,Other,3,Female,48,3,3,Operations Specialist,1,Single,25000000,7041,1,No,4.51,4,2,0,12,3,2,12.0,0.9,0.4,4.1,0.034,0.072,0.23,0.317
55,0,Travel Frequently,584,R&D,30,3,Life Sciences,3,Male,73,1,1,Software Engineer,2,Single,25000000,10000,3,No,3.38,3,2,2,20,1,4,3.9,0.5,0.1,2.8,0.014,0.103,0.046,0.569
24,0,Non-Travel,776,HR,8,3,Life Sciences,1,Male,95,2,1,Recruiter,1,Divorced,25000000,10000,1,No,1.27,3,2,1,21,3,3,4.2,3.9,3.2,3.0,0.622,0.749,0.132,0.576
22,0,Travel Frequently,404,Finance,30,4,Business,3,Female,52,4,4,Senior Analyst,4,Single,25000000,9203,3,No,5.12,3,4,1,11,1,3,11.5,5.9,0.8,3.8,0.06,0.475,0.08,0.301
57,0,Travel Frequently,1100,R&D,7,2,Business,1,Male,139,4,2,Technical Architect,3,Single,25000000,10000,1,No,3.13,3,4,0,21,2,3,1.9,0.6,0.2,1.2,0.058,0.196,0.09,0.413
37,0,Travel Rarely,143,Finance,15,1,Life Sciences,2,Male,28,4,1,Analyst,3,Married,12984165,2803,2,No,1.45,3,4,1,3,2,1,3.8,0.5,0.3,0.9,0.06,0.104,0.415,0.183
22,0,Non-Travel,591,Finance,9,4,Business,2,Female,68,3,1,CFO,1,Married,12854807,10000,3,No,2.33,3,4,3,3,7,2,0.5,0.5,0.0,0.5,0.0,0.333,1.493,0.333
43,0,Travel Frequently,281,R&D,3,3,Life Sciences,3,Female,35,1,1,Software Engineer,4,Married,25000000,6020,4,Yes,0.83,3,4,1,25,3,3,0.5,0.5,0.0,0.5,0.0,0.333,0.113,0.333
34,1,Travel Rarely,324,Operations,11,3,Life Sciences,1,Male,36,4,3,Operations Manager,4,Married,25000000,6544,2,No,1.09,3,4,3,16,0,1,6.8,3.1,3.9,0.8,0.494,0.402,0.0,0.104
24,0,Travel Frequently,153,R&D,1,3,Life Sciences,3,Male,20,3,1,Research Lead,2,Divorced,22782380,3036,1,No,1.1,3,4,2,13,1,1,1.1,0.9,0.4,1.1,0.197,0.441,0.068,0.526
22,0,Non-Travel,580,R&D,1,3,Medical,3,Female,69,3,2,Software Engineer,3,Married,25000000,10000,3,No,3.07,4,3,0,20,5,2,1.8,0.5,1.3,0.9,0.461,0.18,0.232,0.316
55,0,Travel Frequently,771,Operations,7,3,Medical,2,Female,92,1,3,Process Engineer,4,Married,18495949,10000,3,No,3.02,3,3,0,5,1,1,4.6,4.6,0.9,0.5,0.153,0.82,0.152,0.09
59,0,Travel Frequently,226,Operations,16,3,Life Sciences,4,Female,37,4,2,Operations Specialist,2,Single,25000000,4962,1,No,3.12,4,2,1,10,6,3,10.1,10.1,0.8,1.0,0.073,0.91,0.542,0.094
29,0,Travel Rarely,219,HR,16,3,Business,4,Female,32,2,2,Chief People Officer,1,Single,19621601,4570,3,No,3.11,1,4,0,18,3,3,4.0,0.5,0.3,0.7,0.062,0.1,0.152,0.133
37,1,Travel Rarely,725,R&D,27,3,Technical Degree,2,Female,90,3,2,Technical Architect,1,Single,25000000,10000,2,Yes,0.97,3,4,1,14,1,2,14.7,3.9,0.7,0.8,0.044,0.248,0.063,0.049
53,1,Travel Rarely,100,HR,30,4,Other,4,Female,22,1,2,Chief People Officer,1,Married,17367199,2171,1,Yes,3.91,3,4,0,6,3,1,6.5,1.2,1.1,4.4,0.143,0.161,0.398,0.589
37,0,Travel Rarely,1262,Sales,9,3,Medical,1,Male,150,3,3,Account Manager,3,Divorced,13480325,10000,2,No,0.89,2,1,0,5,5,2,2.8,2.8,0.4,2.8,0.112,0.739,0.762,0.739
31,0,Travel Frequently,690,Sales,1,3,Medical,3,Female,82,1,2,Regional Director,4,Married,16762241,10000,4,Yes,2.18,4,3,2,0,1,2,0.9,0.5,0.4,0.9,0.222,0.259,0.518,0.482
47,0,Travel Frequently,922,R&D,16,2,Business,4,Female,112,3,4,Data Scientist,3,Divorced,25000000,10000,2,No,0.0,1,3,0,21,7,1,1.9,1.9,1.4,0.6,0.474,0.65,0.313,0.216
38,0,Non-Travel,104,Sales,7,3,Medical,2,Male,25,1,2,VP Sales,1,Single,25000000,2607,1,No,4.47,3,4,1,17,2,3,17.7,6.9,1.6,0.5,0.084,0.367,0.107,0.027
45,0,Non-Travel,1225,R&D,30,1,Technical Degree,2,Female,150,1,2,Product Manager,2,Married,15105154,10000,1,Yes,2.39,3,3,0,4,4,2,4.3,0.5,0.0,0.9,0.007,0.095,0.759,0.165
44,0,Travel Rarely,1264,Finance,8,3,Life Sciences,3,Female,150,3,5,Controller,2,Divorced,25000000,10000,1,No,1.82,4,2,2,13,3,2,11.4,0.5,0.2,11.4,0.018,0.04,0.207,0.919
59,0,Travel Frequently,337,Finance,3,4,Medical,2,Female,55,3,2,Financial Manager,3,Single,25000000,7129,1,No,1.95,4,2,1,18,2,1,1.7,1.7,1.2,1.7,0.451,0.634,0.103,0.634
40,0,Travel Frequently,282,Operations,12,1,Technical Degree,4,Female,26,3,3,Process Engineer,1,Divorced,25000000,5712,3,Yes,2.6,3,2,2,26,2,3,11.7,5.2,0.6,10.1,0.048,0.41,0.072,0.794
38,0,Travel Frequently,273,Sales,23,2,Other,3,Female,34,2,3,VP Sales,2,Married,25000000,5156,1,No,1.42,4,2,3,17,0,4,3.5,0.5,0.2,1.5,0.035,0.116,0.0,0.331
45,0,Travel Frequently,298,Operations,4,5,Medical,2,Male,25,2,5,Operations Specialist,2,Married,24880396,6668,2,No,1.62,2,3,2,9,2,2,1.7,1.7,0.4,1.7,0.133,0.626,0.184,0.626
38,0,Travel Rarely,744,Operations,7,3,Medical,3,Female,92,2,2,Operations Manager,2,Married,10833333,10000,1,No,0.49,3,2,3,0,4,1,0.0,0.0,-0.5,0.0,-0.5,0.0,4.0,0.0
37,0,Travel Frequently,356,R&D,21,3,Other,4,Female,31,1,3,Technical Architect,3,Married,20984186,7758,1,No,4.25,3,3,0,8,1,2,3.9,0.5,0.3,3.8,0.063,0.102,0.11,0.776
22,0,Travel Rarely,235,R&D,9,3,Technical Degree,2,Female,28,3,3,Data Scientist,3,Single,25000000,4695,1,Yes,2.12,4,3,0,16,1,4,8.4,5.4,0.8,2.2,0.084,0.577,0.058,0.235
22,0,Non-Travel,739,Finance,3,4,Business,3,Male,94,1,3,Analyst,3,Married,25000000,10000,2,No,3.82,3,1,0,16,1,3,16.2,3.4,0.7,6.2,0.04,0.196,0.058,0.363
29,0,Non-Travel,967,HR,11,3,Life Sciences,3,Male,112,1,1,HR Specialist,2,Divorced,25000000,10000,2,No,1.7,3,4,0,18,2,1,1.8,1.8,1.3,1.7,0.47,0.647,0.105,0.611
22,0,Travel Frequently,279,HR,1,2,Life Sciences,4,Female,47,1,3,Recruiter,4,Divorced,23320872,6065,2,No,1.82,4,4,1,5,4,3,0.5,0.5,0.0,0.5,0.0,0.333,0.625,0.333
38,0,Travel Rarely,218,Operations,14,2,Life Sciences,3,Male,30,2,3,Director of Ops,2,Divorced,25000000,4231,1,No,3.02,3,4,2,13,2,2,4.5,0.5,0.1,0.5,0.016,0.091,0.14,0.091
57,0,Non-Travel,366,Operations,13,1,Business,3,Male,39,3,1,Process Engineer,3,Divorced,24584388,7420,2,No,4.05,3,3,1,15,2,1,2.6,2.5,2.1,1.4,0.587,0.679,0.122,0.386
22,0,Non-Travel,1012,Sales,5,2,Medical,2,Female,119,4,3,Regional Director,1,Married,25000000,10000,2,Yes,3.14,4,3,1,17,3,1,0.9,0.9,0.4,0.9,0.2,0.467,0.166,0.467
37,0,Non-Travel,218,HR,24,3,Business,1,Male,20,1,1,Chief People Officer,2,Divorced,23145019,5198,3,No,1.59,3,3,0,13,1,2,12.7,0.5,0.2,12.2,0.014,0.037,0.067,0.893
43,0,Non-Travel,855,Finance,5,3,Business,3,Male,110,3,5,Senior Analyst,3,Divorced,25000000,10000,1,No,4.19,3,4,1,19,0,1,2.0,1.4,0.1,0.6,0.031,0.462,0.0,0.198
41,0,Non-Travel,656,R&D,2,3,Business,2,Female,90,3,2,Research Lead,4,Divorced,5571764,10000,2,Yes,2.44,1,3,1,4,4,1,4.7,2.2,0.1,3.0,0.01,0.376,0.697,0.528
39,0,Non-Travel,254,Finance,5,2,Life Sciences,2,Male,25,3,2,CFO,2,Divorced,21567772,5202,1,No,4.02,3,1,0,10,0,2,1.6,1.6,0.5,0.5,0.201,0.617,0.0,0.191
30,0,Non-Travel,635,Sales,20,2,Medical,3,Male,76,2,4,Account Manager,3,Single,25000000,10000,2,No,3.57,3,2,1,19,2,2,0.7,0.7,0.2,0.7,0.12,0.413,0.099,0.413
40,0,Non-Travel,830,Sales,6,2,Medical,2,Male,110,1,1,Sales Manager,1,Divorced,9166666,10000,2,Yes,4.96,3,2,1,0,3,4,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
49,0,Travel Rarely,1157,Sales,1,1,Technical Degree,3,Male,150,4,4,Regional Director,4,Married,25000000,10000,1,Yes,1.17,4,3,1,9,0,2,1.0,1.0,0.0,1.0,0.019,0.507,0.0,0.507
48,0,Travel Rarely,795,R&D,30,2,Other,4,Female,107,1,3,Software Engineer,3,Single,25000000,10000,2,No,4.29,3,4,1,21,1,4,7.1,4.8,0.3,0.5,0.039,0.585,0.044,0.062
47,0,Travel Frequently,1184,HR,4,4,Business,3,Male,150,3,2,HR Specialist,4,Single,25000000,10000,3,No,3.24,3,2,0,16,2,4,0.8,0.8,0.3,0.8,0.182,0.455,0.114,0.455
40,0,Non-Travel,110,Finance,1,4,Other,1,Male,21,3,4,Financial Manager,1,Married,25000000,1879,2,No,2.47,4,1,0,5,3,2,4.8,2.1,0.4,4.8,0.075,0.365,0.472,0.827
37,0,Travel Rarely,226,R&D,9,3,Other,3,Female,31,4,4,Software Engineer,4,Divorced,9699725,4733,3,No,2.14,1,1,0,3,4,2,3.9,3.9,3.4,3.9,0.692,0.795,0.822,0.795
22,0,Travel Frequently,502,Sales,13,3,Life Sciences,2,Female,54,2,2,Sales Executive,2,Divorced,25000000,10000,4,Yes,3.12,3,3,2,19,0,2,1.7,0.5,0.6,1.7,0.205,0.185,0.0,0.63
22,0,Travel Rarely,536,Sales,30,4,Technical Degree,2,Female,64,1,3,Regional Director,3,Single,25000000,10000,2,No,2.18,3,3,0,20,6,1,2.7,2.7,1.2,1.1,0.341,0.726,0.281,0.308
44,0,Travel Frequently,100,Sales,5,1,Technical Degree,4,Female,22,4,5,VP Sales,4,Single,25000000,2327,3,No,2.09,2,2,0,16,4,1,0.5,0.5,0.0,0.5,0.0,0.333,0.224,0.333
23,0,Travel Rarely,245,Finance,1,1,Business,2,Female,26,4,3,Analyst,2,Married,25000000,5314,1,No,3.7,4,4,1,17,2,2,2.7,1.5,0.2,2.2,0.062,0.396,0.109,0.592
44,0,Non-Travel,100,R&D,2,3,Medical,2,Male,20,2,1,Research Lead,3,Divorced,25000000,2230,1,Yes,1.66,4,3,1,26,4,3,0.5,0.5,0.0,0.5,0.0,0.333,0.148,0.333
28,0,Travel Frequently,993,Finance,1,2,Business,1,Male,122,1,4,CFO,3,Single,25000000,10000,5,No,4.11,2,1,2,19,1,2,6.6,2.2,0.7,3.0,0.098,0.29,0.048,0.397
37,0,Travel Rarely,631,Sales,30,5,Business,3,Female,73,1,1,Sales Executive,2,Single,25000000,10000,2,No,2.02,3,2,2,21,2,1,18.5,8.0,0.7,3.4,0.034,0.411,0.091,0.175
55,0,Travel Frequently,174,R&D,5,1,Technical Degree,2,Male,27,2,2,Data Scientist,4,Single,12191322,3959,1,No,3.18,2,2,2,6,1,2,2.7,1.2,1.5,0.5,0.399,0.327,0.136,0.135
41,0,Travel Frequently,921,HR,5,5,Technical Degree,4,Female,104,3,1,Recruiter,3,Married,2500000,10000,1,No,2.01,1,4,1,1,1,1,1.9,0.7,0.1,1.9,0.036,0.227,0.343,0.657
22,0,Travel Frequently,276,Sales,4,4,Other,4,Female,33,3,3,Sales Manager,3,Divorced,25000000,5703,1,No,1.21,4,3,1,14,4,3,0.5,0.5,0.0,0.5,0.0,0.333,0.254,0.333
39,0,Non-Travel,525,Operations,10,4,Other,3,Male,69,3,2,Operations Specialist,2,Single,24649036,10000,3,No,3.13,3,3,0,13,3,4,0.6,0.6,0.1,0.6,0.088,0.392,0.202,0.392
43,0,Travel Rarely,265,Finance,4,1,Other,3,Male,36,3,5,Analyst,4,Single,25000000,5636,4,Yes,2.45,3,4,0,11,3,2,2.4,2.4,1.5,2.0,0.442,0.706,0.241,0.599
40,0,Travel Rarely,209,Finance,1,1,Medical,2,Female,29,4,1,Financial Manager,3,Single,17074815,4043,1,No,0.0,2,2,3,12,1,2,4.5,1.2,0.2,0.9,0.04,0.222,0.072,0.165
44,0,Travel Frequently,561,HR,4,2,Technical Degree,3,Female,66,2,3,HR Specialist,3,Divorced,25000000,10000,1,No,2.39,3,4,1,17,2,3,16.5,5.3,0.8,0.5,0.045,0.305,0.111,0.029
22,0,Travel Rarely,229,Finance,6,2,Life Sciences,4,Male,29,4,4,Controller,1,Single,21946177,5211,1,Yes,1.74,3,3,0,6,3,2,6.1,2.2,0.4,3.3,0.052,0.313,0.422,0.461
44,0,Travel Rarely,838,HR,7,3,Technical Degree,4,Female,105,3,3,Chief People Officer,2,Married,25000000,10000,1,No,1.83,3,2,0,13,4,1,4.2,4.2,0.4,1.2,0.082,0.807,0.275,0.236
45,0,Travel Frequently,142,Finance,2,2,Technical Degree,3,Male,20,2,2,Financial Manager,2,Divorced,25000000,2908,1,No,2.79,3,2,2,22,2,3,6.0,1.0,0.1,2.8,0.018,0.146,0.086,0.41
39,0,Travel Rarely,717,HR,11,4,Technical Degree,3,Male,91,3,2,HR Manager,3,Divorced,25000000,10000,1,No,2.41,4,4,2,15,3,3,5.9,1.6,2.1,1.1,0.298,0.238,0.183,0.161
42,0,Non-Travel,650,HR,14,4,Medical,2,Male,79,1,4,HR Specialist,1,Married,25000000,10000,2,No,3.89,3,3,3,22,3,1,0.7,0.5,0.2,0.7,0.134,0.289,0.13,0.423
22,0,Travel Rarely,551,Finance,13,4,Life Sciences,1,Female,72,1,1,Controller,3,Single,25000000,10000,1,No,5.14,4,1,1,16,2,1,1.2,0.5,0.4,1.2,0.183,0.235,0.117,0.548
35,0,Non-Travel,1317,HR,7,4,Medical,1,Female,150,3,3,Chief People Officer,4,Divorced,17522103,10000,2,No,3.31,3,3,1,4,1,3,0.7,0.7,0.0,0.7,0.019,0.395,0.178,0.395
51,0,Non-Travel,211,Finance,3,2,Other,3,Male,24,3,2,Senior Analyst,4,Divorced,25000000,4257,2,Yes,2.37,4,2,0,19,0,2,4.0,2.5,0.5,2.2,0.106,0.498,0.0,0.442
47,0,Non-Travel,342,Finance,11,2,Life Sciences,3,Female,46,2,2,CFO,1,Married,25000000,7153,4,Yes,3.59,4,3,3,23,0,2,7.3,1.3,0.3,1.4,0.037,0.161,0.0,0.163
40,0,Travel Rarely,374,R&D,1,2,Medical,3,Male,45,3,3,Product Manager,4,Single,7916666,7714,1,Yes,1.68,2,1,1,0,2,2,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
47,0,Non-Travel,1157,R&D,6,2,Business,4,Female,150,3,4,Research Lead,4,Single,25000000,10000,1,Yes,2.78,3,2,2,10,3,4,6.6,1.9,0.2,3.9,0.023,0.252,0.258,0.517
26,0,Non-Travel,419,R&D,10,2,Medical,3,Male,60,2,1,Software Engineer,4,Single,14166666,8755,1,No,1.96,4,1,1,0,6,1,0.0,0.0,-0.5,0.0,-0.5,0.0,6.0,0.0
51,0,Travel Frequently,118,Sales,12,5,Technical Degree,2,Male,24,3,1,Regional Director,2,Single,25000000,2576,2,Yes,4.14,4,3,1,20,2,2,3.2,3.2,2.7,0.5,0.642,0.761,0.091,0.119
51,0,Travel Frequently,682,Sales,30,4,Life Sciences,2,Female,87,2,1,Sales Manager,1,Single,17938068,10000,2,Yes,1.82,4,3,1,3,2,2,0.5,0.5,0.0,0.5,0.0,0.333,0.419,0.333
27,1,Travel Frequently,513,R&D,7,3,Medical,2,Female,52,3,5,Research Lead,2,Divorced,25000000,10000,3,Yes,1.99,3,3,1,5,0,1,5.2,5.2,1.7,5.2,0.268,0.839,0.0,0.839
60,0,Non-Travel,552,R&D,11,3,Medical,3,Female,58,3,2,Software Engineer,3,Married,25000000,10000,5,No,3.79,4,4,2,16,2,2,11.2,11.2,1.7,3.5,0.139,0.918,0.117,0.29
40,0,Travel Rarely,103,Sales,19,2,Business,1,Male,23,4,1,Sales Manager,3,Single,23425496,2128,3,No,3.82,3,3,1,14,2,1,5.8,5.8,0.5,1.2,0.075,0.854,0.131,0.168
42,0,Non-Travel,477,Sales,4,5,Other,2,Female,56,3,3,Regional Director,2,Married,17916666,10000,3,No,3.87,4,2,2,0,2,1,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
22,0,Non-Travel,127,HR,12,2,Medical,3,Male,20,1,1,HR Director,1,Divorced,24590246,2505,1,Yes,2.49,3,2,0,15,1,4,4.0,2.1,0.4,3.3,0.076,0.428,0.061,0.654
30,0,Travel Rarely,1256,Finance,17,2,Business,1,Female,137,4,3,Controller,4,Married,25000000,10000,1,Yes,2.48,4,4,2,9,3,3,2.9,2.9,0.1,1.1,0.024,0.743,0.299,0.281
37,0,Non-Travel,1112,Finance,13,2,Business,1,Male,137,2,3,Senior Analyst,3,Married,25000000,10000,2,No,1.92,3,3,2,18,5,1,13.9,0.5,0.1,5.7,0.006,0.034,0.261,0.386
22,0,Non-Travel,795,Finance,7,4,Medical,4,Female,96,3,3,CFO,2,Divorced,25000000,10000,4,No,1.37,3,3,0,34,3,2,10.4,5.1,0.8,0.5,0.067,0.448,0.084,0.044
31,0,Travel Rarely,322,Operations,1,4,Other,3,Male,33,1,3,Operations Specialist,2,Single,25000000,6992,4,No,3.15,4,3,1,18,2,3,4.6,0.5,0.0,4.6,0.002,0.09,0.101,0.82
35,0,Travel Frequently,1266,HR,23,4,Medical,2,Male,150,2,1,HR Specialist,4,Married,24880999,10000,1,No,2.61,3,2,3,15,0,3,0.5,0.5,0.0,0.5,0.0,0.333,0.0,0.333
58,0,Non-Travel,249,Sales,9,2,Technical Degree,1,Female,31,2,2,VP Sales,2,Divorced,25000000,5443,1,No,3.25,3,3,2,15,3,2,2.8,2.8,2.2,2.8,0.587,0.738,0.177,0.738
35,0,Travel Frequently,199,Operations,1,3,Technical Degree,1,Male,33,2,3,Process Engineer,3,Divorced,25000000,4136,1,No,2.17,3,2,2,19,4,3,0.5,0.5,0.0,0.5,0.0,0.333,0.192,0.333
55,0,Travel Rarely,830,Sales,1,3,Business,4,Male,115,2,4,Regional Director,3,Married,23527414,10000,1,Yes,1.71,4,3,1,2,0,4,0.6,0.6,0.1,0.6,0.088,0.392,0.0,0.392
34,0,Non-Travel,267,Sales,8,2,Other,4,Female,37,4,2,Account Manager,1,Married,20499519,5564,3,No,1.35,3,3,1,9,2,3,9.7,7.2,0.0,0.5,0.001,0.672,0.188,0.047
31,0,Travel Frequently,1043,Operations,10,4,Medical,4,Female,124,1,1,Process Engineer,1,Married,19657318,10000,2,No,1.51,3,1,2,10,4,1,0.5,0.5,0.0,0.5,0.0,0.333,0.348,0.333
41,0,Travel Rarely,1206,Finance,8,3,Life Sciences,2,Male,150,3,1,Senior Analyst,3,Single,14764252,10000,1,No,2.42,2,2,1,10,1,1,1.6,0.9,0.5,1.6,0.186,0.363,0.086,0.611
43,0,Travel Rarely,148,Operations,26,2,Business,2,Female,20,1,2,Director of Ops,2,Divorced,20192124,3057,1,No,3.78,4,3,1,4,2,4,3.8,3.8,0.7,3.8,0.139,0.792,0.373,0.792
23,0,Non-Travel,374,HR,11,2,Other,2,Male,41,2,2,Recruiter,1,Married,25000000,7581,2,No,5.0,4,3,1,12,2,1,7.3,3.7,0.8,2.5,0.093,0.45,0.144,0.305
39,0,Travel Frequently,743,R&D,16,4,Other,3,Female,84,3,3,Technical Architect,3,Single,25000000,10000,5,No,3.28,3,3,0,13,4,1,2.3,2.3,1.8,0.5,0.546,0.697,0.281,0.151
48,0,Non-Travel,714,Sales,28,4,Life Sciences,2,Male,97,3,4,Sales Manager,4,Divorced,25000000,10000,1,No,3.01,3,3,1,33,1,3,1.7,1.7,0.7,0.5,0.268,0.627,0.029,0.186
25,0,Non-Travel,344,R&D,4,4,Business,3,Female,51,3,2,Data Scientist,3,Single,25000000,7428,2,Yes,3.42,3,3,2,17,4,2,6.2,3.0,2.0,1.8,0.283,0.411,0.221,0.251
34,0,Travel Frequently,100,Finance,14,2,Life Sciences,1,Female,28,3,1,Financial Manager,2,Divorced,25000000,2034,2,Yes,0.63,3,4,1,23,1,1,0.9,0.5,0.4,0.5,0.225,0.258,0.041,0.258
48,0,Travel Frequently,1148,Operations,10,4,Technical Degree,2,Male,150,3,1,Operations Manager,4,Divorced,25000000,10000,4,No,2.4,4,2,1,14,4,4,2.9,2.5,2.4,2.9,0.619,0.641,0.255,0.746
49,0,Non-Travel,481,Finance,12,3,Business,3,Female,58,4,5,Analyst,1,Single,21897198,10000,1,No,2.68,3,4,2,1,1,1,1.9,0.9,0.1,1.9,0.028,0.325,0.345,0.655
58,0,Travel Rarely,417,R&D,15,3,Business,3,Female,53,1,2,Research Lead,2,Married,14388613,9212,1,No,3.35,3,2,1,3,3,1,3.6,0.5,0.1,3.6,0.014,0.11,0.659,0.78
40,0,Travel Frequently,175,Finance,1,4,Medical,2,Female,26,3,1,Senior Analyst,2,Married,25000000,4038,5,No,0.73,4,2,1,19,2,2,4.5,0.5,0.3,0.5,0.053,0.092,0.099,0.092
39,0,Non-Travel,767,R&D,8,4,Medical,3,Male,103,3,4,Data Scientist,3,Single,25000000,10000,1,Yes,4.2,3,3,0,15,0,4,1.1,1.1,0.6,0.5,0.284,0.523,0.0,0.239
38,0,Travel Frequently,188,Finance,13,2,Other,1,Male,34,2,2,Controller,2,Married,25000000,4246,1,Yes,2.76,3,2,0,38,2,4,2.3,2.3,1.8,0.7,0.539,0.693,0.051,0.207
24,1,Travel Rarely,399,Finance,26,4,Technical Degree,2,Male,55,3,1,Analyst,3,Divorced,20654088,8291,2,Yes,2.75,2,2,3,16,2,1,14.8,8.3,1.5,1.0,0.094,0.527,0.114,0.062
25,0,Non-Travel,283,R&D,5,3,Medical,4,Female,24,4,2,Data Scientist,3,Married,25000000,6602,2,No,2.8,4,2,0,19,2,1,3.2,2.3,1.1,3.2,0.255,0.54,0.099,0.764
33,1,Non-Travel,336,HR,9,3,Technical Degree,1,Female,31,3,1,HR Director,3,Married,25000000,7535,3,Yes,1.47,3,2,1,18,2,1,9.4,0.5,0.1,7.6,0.006,0.048,0.102,0.73
50,0,Travel Frequently,161,Operations,10,1,Technical Degree,4,Male,29,2,1,Process Engineer,3,Married,25000000,3548,1,Yes,2.61,4,4,0,17,3,2,6.8,3.8,0.8,0.5,0.103,0.495,0.159,0.064
49,0,Travel Rarely,1166,HR,2,2,Life Sciences,1,Male,150,4,4,Recruiter,3,Divorced,25000000,10000,4,No,2.15,4,4,1,19,2,4,0.5,0.5,0.0,0.5,0.0,0.333,0.096,0.333
22,0,Travel Rarely,288,HR,28,3,Other,2,Male,26,3,4,Recruiter,2,Single,25000000,6368,2,No,3.09,2,4,0,24,1,4,1.0,0.5,0.0,1.0,0.009,0.249,0.04,0.502
38,0,Non-Travel,1098,Operations,7,3,Life Sciences,2,Female,144,1,1,Director of Ops,3,Married,11943587,10000,1,No,1.87,3,2,1,2,3,2,2.8,2.6,2.3,1.6,0.603,0.675,0.794,0.43
39,0,Travel Rarely,305,Sales,4,2,Life Sciences,1,Male,39,3,2,Regional Director,3,Married,22091978,6155,2,No,2.12,3,4,0,11,4,3,8.8,2.0,1.1,0.5,0.113,0.206,0.326,0.051
24,0,Travel Rarely,741,Finance,12,1,Life Sciences,3,Female,97,4,3,Senior Analyst,1,Married,19562980,10000,1,No,1.55,3,1,2,6,1,2,6.6,0.5,0.1,0.9,0.013,0.065,0.131,0.116
46,0,Non-Travel,194,R&D,8,2,Business,2,Female,26,3,2,Research Lead,4,Married,10730162,4203,1,Yes,3.66,2,2,2,4,3,1,4.1,1.3,1.1,2.5,0.211,0.265,0.509,0.491
27,0,Travel Rarely,217,R&D,1,3,Other,2,Female,33,3,1,Data Scientist,2,Divorced,9631902,5217,1,No,5.02,2,1,2,5,6,3,4.8,0.6,0.0,2.3,0.004,0.105,0.928,0.407
34,0,Non-Travel,618,HR,8,2,Technical Degree,3,Male,76,2,3,HR Specialist,2,Married,19697483,10000,2,Yes,1.46,3,2,2,6,3,2,0.5,0.5,0.0,0.5,0.0,0.333,0.386,0.333
44,0,Travel Rarely,294,Operations,3,3,Life Sciences,3,Male,43,2,3,Process Engineer,3,Divorced,12916666,6040,2,No,2.37,3,2,2,0,3,3,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
38,0,Travel Rarely,807,HR,8,3,Technical Degree,3,Male,100,2,4,HR Specialist,4,Divorced,25000000,10000,3,Yes,3.25,3,3,2,18,2,3,18.9,0.5,0.1,0.5,0.003,0.025,0.101,0.025
37,0,Non-Travel,697,Finance,3,3,Technical Degree,2,Male,86,1,3,CFO,1,Divorced,25000000,10000,1,Yes,2.93,2,3,1,23,4,1,1.0,1.0,0.1,1.0,0.033,0.508,0.161,0.508
